YTID,start_seconds,end_seconds,positive_labels
wxw0sHBvkR0,50.0,60.0,"/m/01j3sz,/m/07p6fty,/m/09x0r"
wyNpYdD4Cv4,18.0,28.0,/m/01s0vc
x23YOCp2w0U,30.0,40.0,"/m/07brj,/m/0l14jd"
x6zj0rTbvCw,30.0,40.0,"/m/026z9,/m/04rlf,/m/09x0r"
x9P9Xy6qiHA,20.0,30.0,"/m/02p3nc,/m/09x0r"
xAvRaOY-IWg,150.0,160.0,/m/02rtxlg
xFmka8EsqH0,27.0,37.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
xFwd1UDEHMQ,60.0,70.0,"/m/02p3nc,/m/02zsn,/m/09x0r"
xHqgVaGI21g,30.0,40.0,"/m/01280g,/m/04cvmfc,/m/05zppz,/m/09x0r,/m/0cdnk,/m/0jbk"
xIpzox2Rj3s,30.0,40.0,/m/02v2lh
xOUZBQdeXGc,400.0,410.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
xQedlbIWcUQ,40.0,50.0,"/m/01s0ps,/m/05148p4,/m/05r5c"
xS_B8XnPvQo,260.0,270.0,"/m/04rlf,/m/04szw,/m/07pqc89,/m/085jw,/m/09x0r,/m/0l14j_"
xTKg7p8_K_Q,160.0,170.0,"/m/07pyy8b,/m/09x0r,/m/0ytgt"
xWRtZO1FnO8,30.0,40.0,/m/07pczhz
xWbZuje4LAc,170.0,180.0,"/m/01qbl,/m/03qtq"
xXVis-FfnNM,40.0,50.0,"/m/026z9,/m/0283d,/m/03mb9,/m/04rlf,/m/07gxw,/m/0ggx5q"
xaLVvRqf7YA,30.0,40.0,"/m/04rlf,/m/05w3f"
xbA1QlIbkiM,480.0,490.0,"/m/04rlf,/m/05fw6t,/m/07r67yg"
xeWXL-9ETtY,50.0,60.0,/m/01g90h
xjDFL8puUjM,50.0,60.0,"/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00125"
xkf3Rl8cvMs,140.0,150.0,/m/012xff
xmGaFoVI2Co,30.0,40.0,"/m/09x0r,/t/dd00002"
xn4yais2W6w,30.0,40.0,"/m/04rlf,/m/06bxc"
xsV6iDp8vj8,320.0,330.0,"/m/03cczk,/m/09x0r"
xt4ewl1J6oA,30.0,40.0,"/m/04rlf,/m/07pjwq1,/m/07sr1lc,/m/09x0r"
xtbeZJd4veI,30.0,40.0,"/m/07phxs1,/m/07rv4dm"
xwwib_m67o4,230.0,240.0,"/m/0130jx,/m/02jz0l,/m/0838f"
y0X219-Ii4o,70.0,80.0,"/m/04rlf,/m/0fd3y"
y32KZ91_L3g,30.0,40.0,"/m/04rlf,/t/dd00035"
y3ilcLUMPpA,10.0,20.0,/m/0cj0r
y5S8Pfcd4EY,540.0,550.0,/m/0l14t7
y5a05m8MD3k,320.0,330.0,"/m/07rgt08,/m/09x0r,/t/dd00125"
y7nvhaY-A58,50.0,60.0,"/m/02c8p,/m/04rlf"
yAO8WfvsYEs,30.0,40.0,"/m/02rtxlg,/m/09x0r"
yCrP9QBXVzc,340.0,350.0,"/m/07rrlb6,/m/09x0r,/m/0ytgt"
yDHxvffs1nU,70.0,80.0,/m/07p9k1k
yDnT8N-NwzU,30.0,40.0,/m/07plz5l
yDxUinLEMZw,100.0,110.0,/m/07pdhp0
yF0sjUxgs9k,30.0,40.0,"/m/07r4k75,/m/09x0r,/t/dd00018"
yGA_-Nm4EU4,50.0,60.0,/m/04fq5q
yH7kzc8VYj0,90.0,100.0,"/m/01p970,/m/026t6,/m/0l14md"
yLycWbH9Dnc,240.0,250.0,"/m/05rj2,/m/09x0r"
yMPHJn3OHFo,90.0,100.0,"/m/07qv4k0,/m/09x0r"
yMzetNlkZ-w,370.0,380.0,"/m/04rlf,/m/07s0dtb,/m/09x0r"
yNQ5nO3n75Q,120.0,130.0,"/m/02p01q,/m/07pdjhy,/m/083vt"
yV3VstJEj78,27.0,37.0,/m/07qlf79
yWMUNkYK-rY,480.0,490.0,"/m/03qtwd,/m/04gy_2"
yX2hhJnlH-o,50.0,60.0,"/m/03qtwd,/m/04gy_2"
y_FQgtXU1pU,130.0,140.0,"/m/04rlf,/m/06w87"
yc_hl6Y7a-Y,30.0,40.0,/m/0dl9sf8
yeiOOLpF7rc,50.0,60.0,"/m/07qz6j3,/m/09x0r"
yfhtr5mHqAk,30.0,40.0,"/m/04rlf,/m/07rwj3x,/m/09x0r"
yg1m00feLks,190.0,200.0,"/m/01kcd,/m/06ncr"
yhCKti6Ca2E,190.0,200.0,"/m/0145m,/m/0164x2,/m/04rlf"
yhbRtqBOAEo,30.0,40.0,"/m/03qtwd,/t/dd00135"
yp9Y4b4qEK4,180.0,190.0,/m/07rdhzs
yptOoCJZ26Q,6.0,16.0,/m/07qb_dv
yuJRBSTSF1M,320.0,330.0,"/m/04rlf,/m/09x0r,/m/0ytgt,/t/dd00121"
yvXF1Nvq0lg,190.0,200.0,"/m/0939n_,/m/09x0r"
yxkqsbLKuLk,40.0,50.0,/m/02x984l
yyrvlwuFyMU,90.0,100.0,"/m/032s66,/m/04zjc"
z2lCEbwNFf8,0.0,10.0,/m/07plct2
z6uQZdSTpYw,40.0,50.0,"/m/04cvmfc,/m/09x0r"
z75Q0F0ICEE,0.0,10.0,/m/0463cq4
z8A-biAeUuo,20.0,30.0,"/m/03cl9h,/m/04rlf,/m/09x0r,/m/0ytgt"
z8L-cxXmE5o,100.0,110.0,"/m/024dl,/m/09x0r"
zDbT4pxvSho,240.0,250.0,"/m/02rr_,/m/04rlf,/m/07m2kt"
zEyHNOZWNNk,60.0,70.0,"/m/04rlf,/m/05r6t,/m/06rqw,/m/074ft"
zGlMigBZ3V4,19.0,29.0,"/m/04rlf,/m/07pqc89,/m/09x0r"
zKepRlneopY,27.0,37.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
zLQOrGihwSU,150.0,160.0,"/m/013y1f,/m/03gvt,/m/03q5t,/m/05148p4"
zLv0wo9n1Ts,20.0,30.0,/m/07qnq_y
zReigRchBII,210.0,220.0,"/m/03kmc9,/m/0dgbq"
zRy6CacyT2E,80.0,90.0,"/m/03kmc9,/m/0dgbq"
zSaPTW8gLbg,150.0,160.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
zT0GGN4WnDU,470.0,480.0,"/m/04rlf,/m/07qdb04,/m/09x0r"
zTda7wonrBg,80.0,90.0,"/m/09x0r,/m/0lyf6"
zWPwtay0dxM,30.0,40.0,/m/02mfyn
zZ8zjOLmPk0,310.0,320.0,"/m/07qqyl4,/m/09x0r"
zaJYKAhuXqI,30.0,40.0,/m/01jg02
zaMBCLi5Idg,0.0,7.0,/m/03w41f
zdVt3sgc3Cc,0.0,4.0,"/m/01kcd,/m/07gql"
zdkybSg9Ddw,130.0,140.0,"/m/04rlf,/m/07c52"
zg3p32vs6Jo,130.0,140.0,"/m/04rlf,/t/dd00036,/t/dd00125"
zilQWxz0VMI,170.0,180.0,"/m/09x0r,/m/0ghcn6"
zjk9aUW5c_0,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
zjr3om52POg,100.0,110.0,"/m/04rlf,/m/0939n_,/m/09x0r"
zkNbNA2mLIg,20.0,30.0,/t/dd00002
zl7tSZfPH1o,100.0,110.0,/m/07qwyj0
zlOADglmXTo,0.0,9.0,"/m/078jl,/m/07rjwbb"
zoK3H42HCu8,30.0,40.0,/m/0d31p
zoKjiJuTeaA,210.0,220.0,"/m/06_fw,/m/09x0r,/t/dd00128"
ztTVZolaOAg,80.0,90.0,"/m/0342h,/m/04rlf,/m/04szw,/m/05r5wn,/m/0fx80y"
zuRNAReR60k,380.0,390.0,"/m/04rlf,/m/07qyrcz"
zuW75_LUwCE,400.0,410.0,"/m/02zsn,/m/03wwcy,/m/09x0r"
zx0XSGhf7m0,270.0,280.0,"/m/01bns_,/m/07y_7,/m/0d8_n,/m/0l14_3"
zx3zeFZR7CA,30.0,40.0,/m/02rtxlg
zxnbSCXxwb4,40.0,50.0,/m/07plz5l
